,author,comment,published_time
292,brianm8972,Three W lazar rounds no cap as deemed necessary,2023-10-15T01:47:35Z
293,mdrajitrahman3311,i want to see ksi back,2023-10-14T20:34:25Z
294,CJLAWLESS8,When everything is stupid af but u still enjoyed it,2023-10-14T17:55:06Z
295,Unknown.516,The most staged video ever 😂😂😂,2023-10-14T07:28:07Z
296,SatoruAkefu122,27:19 LELLLLL,2023-10-14T04:17:54Z
297,kalebsilverio2998,"On my life, fuck your life😂😂😂😂😂",2023-10-14T01:13:59Z
298,YG_97,Ffs stop with the among us already this game has been dead for almost 3 years 💀🤦🏽‍♂️,2023-10-13T23:00:14Z
299,alantolman859,Simons turned nasty lately,2023-10-13T22:29:36Z
300,ashtonflogs9615,We need binge,2023-10-13T19:14:02Z
301,austinlyall1784,My moms dead 😢,2023-10-13T03:44:22Z
302,RockStaarish,Now thats why you always kick/kill Lazar 1st round 😂😂😂 dude is a menace,2023-10-12T23:23:13Z
303,freekgjansen,0:43 got my thinking my beats were dying,2023-10-12T21:37:45Z
304,abzinhoo,AHAHAHA,2023-10-12T14:45:01Z
305,kodzukent8013,Tobi missed the chance to name his character tobiiiiii,2023-10-12T12:04:52Z
306,katelynpeters1161,😮,2023-10-12T11:11:46Z
307,Punishxr_,the outros need to stop; a 30 year old man screaming and begging is not funny anymore,2023-10-12T07:09:51Z
308,llbrisll,“Tobi Tobi Tobi do you pinky promise” Man that was so cringe😒,2023-10-12T05:39:26Z
309,jxe_rt,Lachy’s face when he found the camera is by far one of the funniest sidemen among us moments. Had to rewind and watch it at least like 72 times 😂,2023-10-12T05:24:20Z
310,kieranarthey5426,Why is Calluxs camera quality so shit,2023-10-11T19:16:37Z
311,markimark4496,"As soon as I see the camera goes on to Deji, I drop the volume to almost 0",2023-10-11T17:08:52Z
312,wolvreigns,Danny did not get lucky on that last one. He saw Tobi running away from the mid area and Lux reported a body in the mid area.,2023-10-11T11:00:35Z
313,zennyshihab9388,we need the among us craze back everyone needs to post among us,2023-10-11T03:23:42Z
314,damyanaguilar8670,Here because lasers content did sub tho and watching videos great content 🙏🏽👑,2023-10-10T22:46:29Z
315,chickennuggy5305,Bro I thought my AirPods died at minute 0:43,2023-10-10T20:38:38Z
316,materejohn1564,How does Lazar not see the freaking kill button man. He most definitely used all brain cells planting cams on lachy 💀,2023-10-10T18:06:09Z
317,KarlOsgood,Need to keep deji here instead of ksi fr fr,2023-10-10T16:59:39Z
318,poil4090,how to get all this modes,2023-10-10T14:04:38Z
319,MrTautop,how do millionaires forget to record the whole screen or play on 6bit resolution 😂,2023-10-10T10:00:49Z
320,JordynNexus,Lannan has main character energy 🤣,2023-10-10T06:08:55Z
321,Dippy3,Where's Pie,2023-10-10T05:51:35Z
322,Magic-Ari,"Idk why but Deji, Josh, and Vik’s giggle at 16:27 had me laughing big time 😂",2023-10-10T03:17:01Z
323,johnnywonderful7951,Worst game eva lol,2023-10-10T01:49:51Z
324,hotchetoes1457,Bruh why does them calling Deji dooji have me so weak 🤣💀,2023-10-10T00:39:36Z
325,cj1867,"I hate Danny
I would’ve been able to enjoy this video more if he wasn’t in it",2023-10-09T22:52:40Z
326,tawedzerwazhou9951,“It’s Tobi!” 😂😂😂😂😂😂😂😂,2023-10-09T22:33:03Z
327,lukeislike,Lazar carried this video too hard,2023-10-09T21:46:09Z
328,footballfreak2728,Lazar is the goat  😂😂😂😂😂,2023-10-09T19:30:44Z
329,farazshakeel4474,Tobi is a pick me lmfao,2023-10-09T19:27:59Z
330,nosajay701,Strange. Why is it alwys deji KSi and Vick which get voted out first 😂,2023-10-09T16:47:52Z
331,YordanStoyanov2004,When metagaming is actually funny and/or gives you a masterpiece of content...,2023-10-09T13:13:19Z
332,Geol0uTTV,can somebody tell me what danny and lannans beef is lmao,2023-10-09T10:04:46Z
333,fizzylit6637,lazar is using sideman knowledge against them 100000iq,2023-10-09T08:28:14Z
334,Jobson85,Lazar revealed the camera way to early. He could have messed up Lachys head for instance by telling every round that he was with Lachy and explaining his routes on the map. The way he said it was to obvious. We missed on a lot of fun stuff.,2023-10-09T08:07:57Z
335,S3baard,JJ calm down im subbed,2023-10-09T06:57:04Z
336,user-ib1mk3hw8t,Theirs something about grown men Entertaining kids 😂 I can't get behind 😂😂,2023-10-09T01:49:36Z
337,connorlee4627,how does he only record the top left of his screen. i can’t deal 💀,2023-10-08T22:44:05Z
338,zahidshabir4038,Lachlan could have EASILY killed Lannan after he found out about the camera because if you look his kill cooldown expired just above Med Bay and whilst running after Lanann he stopped for a couple of seconds and Lannan who was near Upper Engine even had time to back track whilst this happened and go back to button faster than Lachlan even though he was supposed to be further away,2023-10-08T22:27:17Z
339,jodiemarie9901,"Ethan “shout out lannan, lannan makes some great content”",2023-10-08T22:23:35Z
340,jodiemarie9901,God i missed callux on these,2023-10-08T22:09:46Z
341,Theseamus2000,I love that lachlan immediately checks his room for bugs after one slight moment of suspicion,2023-10-08T20:31:39Z
342,nana-bk1re,13:00 - 13:20 14:35 25:11 29:40,2023-10-08T20:05:42Z
343,killermusic12,man said THROW-BI LLOOOOOL,2023-10-08T19:07:53Z
344,GERMAYT,the fact that lannan did that just for the sidemen not even for his video he should become one of the sidemen finally,2023-10-08T17:58:20Z
345,thetruesquad5059,That dog of simon's i forgot the name of he or her is a lot bigger than last year,2023-10-08T16:04:07Z
346,CamSpaghett,Lachlan’s realisation was hilarious 😂😂,2023-10-08T14:50:59Z
347,user-uz5pk4wd4t,Waiting for the Jester mod,2023-10-08T12:24:49Z
348,DATE_yt,7:45 missed opportunity to add the tobi trees,2023-10-08T11:38:11Z
349,karamvirenzomahajan7722,We need speed in this,2023-10-08T10:42:01Z
350,phillmcrack7876,"5:25 
Simon: I know who it is
Deji: if you snitch, you’re getting stabbed up
Simon: I don’t know who it is",2023-10-08T08:41:59Z
351,thiccgoblin3662,Deji was so happy when he got the card swipe made me smile,2023-10-08T07:44:35Z
352,Human-kl2xs,"The the actual fuck is going on with ads? 3 damn ads within the span of 30 seconds, wtf are they on?",2023-10-08T07:11:19Z
353,117slight,floating dragon intro lol,2023-10-08T04:55:20Z
354,briandieujuste1085,No jj,2023-10-08T04:16:20Z
355,charlesmybf,the fact danny aarons had a bad screen and deji camera wasnt working and no one cared about lachlan dying and callux is back is sidemen among us.,2023-10-08T04:02:20Z
356,ryanreilly02,Why is the sound track the same as Floating Dragon... This video is going to make me want to go gamble lol ffs,2023-10-08T02:58:47Z
357,DestinyatTube,Lazar is pure vibes 😂,2023-10-08T02:50:17Z
358,pheonixflame59,25:06,2023-10-08T02:03:18Z
359,shenukperera6858,No danny and lazar did a masterclass,2023-10-08T02:02:22Z
360,d.stratigist2791,Lovin these among us vids...i don't even see sidemen Sundays when AMONG US is here!🔥,2023-10-08T02:00:34Z
361,bigchef4414,Callux was mute in this game 💀💀,2023-10-08T01:30:58Z
362,marwood9421,"Tobi: on my life
Danny: fuck your life mate, you’re gone.
This kid is built different 😂",2023-10-07T23:04:33Z
363,TTitzpluto,The difference between lazar and lachlans office lmao,2023-10-07T22:48:09Z
364,ooshboyy,Is the the background music from floating dragon 7:32,2023-10-07T22:44:13Z
365,neojr869,Great video. You guys Should plan to play VR version,2023-10-07T20:05:56Z
366,Lucifprinceofdarkness,Truman in real life,2023-10-07T19:44:39Z
367,friendli29,Tobi needs to stop playing this game. Stop crying bruh,2023-10-07T19:20:54Z
368,johngeorge05110,22:29,2023-10-07T19:12:53Z
369,cameronlynch4086,Are you lot going to make a vid for the release of the new map cuz there’s one coming out soon,2023-10-07T18:32:30Z
370,robinwagubi3178,every time Deji speaks I have to lower my volume.,2023-10-07T17:35:01Z
371,megatrio-md6pj,0:1,2023-10-07T17:20:35Z
372,Starzruleee,I LOVE WATCHING THESE AMONG US VIDS 😂❤❤❤,2023-10-07T17:02:38Z
373,david25201,why the floating dragon music,2023-10-07T16:48:17Z
374,dhyeytailor8962,"Ethan before lanan secret camera revealed:He's stupid
After revealing the camera:what a boy giving that type of content",2023-10-07T15:25:58Z
375,RivalPlays1,The moment Lachlan realized there was a camera may be one of the funniest sidemen among us moments,2023-10-07T15:16:37Z
376,dreday9405,"Lazar: Did you kill Lachlan? Did you kill Lachlan Deji, that man is up late

Lachlan: Somebody got my back",2023-10-07T13:28:54Z
377,Rahul47S,😂😂,2023-10-07T13:06:26Z
378,lime_yt1022,Callux looks like he filmed this 8 years ago,2023-10-07T12:39:51Z
379,karlkand5574,fact that callux' camera is STILL 144p is wild man,2023-10-07T11:53:32Z
380,RandomPS5Guides,"Someone agrees with Danny: absolute masterclass.

Someone disagrees with Danny: I'd rather d!e. 

🤦‍♂️",2023-10-07T11:52:38Z
381,serrrrrrrrren,These sidemen among us vids need to never stop,2023-10-07T11:39:35Z
382,jackcarroll7437,Guy ls do me and lachlan look alike???,2023-10-07T11:38:41Z
383,tgreaperzz1482,Ninja… top tier role,2023-10-07T11:29:31Z
384,grxdge9781,"1 Corinthians 10:31
31 So whether you eat or drink or whatever you do, do it all for the glory of God.🙏🏽",2023-10-07T11:04:17Z
385,Kurtgioser,LOL,2023-10-07T10:02:31Z
386,trievop9234,Best editor,2023-10-07T07:51:28Z
387,408civettethreat,Danny Arron’s is so annoying,2023-10-07T04:56:24Z
388,ChefKBS,"Josh saying ""I dont care what I saw""   XD",2023-10-07T04:28:42Z
389,shaunh5687,lazar got his revenge for always getting killed when he gets a good role🤣🤣🤣🤣,2023-10-07T03:54:10Z
390,yasherthekingfaisal,bruh im hearing coin coin coin dragon dragon dragon,2023-10-07T03:13:36Z
391,JDP38x,I hate Simon,2023-10-07T00:47:22Z
392,k4ng4roo78,Lazer putting EFFORT into these.. love when hes in an Amongus,2023-10-07T00:47:01Z
393,jjbfn2751,Please make among us every freaking week man best series of all time I've seen them all,2023-10-07T00:43:50Z
394,QuickscopeAddicted,Petition to have the sidemen play among us on a computer in the same house. Have real life emergency meetings. Then go back to your room to play. If you die you stay in the room.,2023-10-07T00:22:00Z
395,jude6260,I need more of this😂😂😂,2023-10-07T00:12:53Z
396,elchayshamir-dm6np,Five stars ⭐️⭐️⭐️⭐️⭐️,2023-10-07T00:07:25Z
397,Adam-nb2nk,"17:22 Lazarbeam was being ironic by claiming that he killed Simon by saying that it was impossible since he was with Lachlan, if I understood the whole thing correct.",2023-10-07T00:01:27Z
398,DoccyStars,kaiserreich music,2023-10-06T23:44:42Z
399,jodiemarie9901,The actual happiness when i seen Callux 🩵🩵🩵,2023-10-06T23:07:17Z
400,duffman4345,lazarbeam carried the video,2023-10-06T22:37:56Z
401,Axle6651,"Ayoooo
What's that tiktok lachlan's watching ?",2023-10-06T22:12:34Z
402,euginekabeu2416,16:10 is the perfect definition of set 8😂,2023-10-06T22:10:00Z
403,octopols,Bro I love Deji 💀,2023-10-06T22:05:24Z
404,J1brils24,Its Lazors world and we are all living in it,2023-10-06T22:01:17Z
405,ghostsquad4470,29min they foreel didnt want do Be Bottom energy 🤣🤣,2023-10-06T21:04:44Z
406,TheMaddyallen,So good to have Lux back on these!,2023-10-06T21:00:16Z
407,SanthoshReddyy,Lannan deserves to be 8th sidemen he brings such different vibes to add the content,2023-10-06T20:49:52Z
408,user-nh6ot7rz4e,Lazar keeps all channels alive,2023-10-06T20:47:46Z
409,mrcx6142,Lannan is the absolute GOAT.,2023-10-06T20:39:31Z
410,mrcx6142,"20:59 It's a throw, but to defend Tobi a bit so he keeps playing - Lachy threw hard and Douji was so adamant on it being Tobi that Tobi was sure it was Deji. So it's not the worst of throws.",2023-10-06T20:32:47Z
411,jmtz3149,"Danny deserves more credit, his last guess wasn't even close to luck, tobi and Simon are just bitter retards (this round not in general). He saw tori walking away from where they said the body was.",2023-10-06T20:17:38Z
412,mrcx6142,Why did Lux record in 240p?,2023-10-06T19:56:28Z
413,Asid-English,They based they’re whole title off one thing lazarbeam did 😂,2023-10-06T19:55:03Z
414,boredVAR,dont you think one of the strats to sus is the imposter takes longer to leave the table at cafeteria at the beginning coz they view 2 screens and probably idealize their plan,2023-10-06T19:38:03Z
415,sybrandvisagie6184,Love lazar,2023-10-06T18:57:19Z
416,JamesLimb,Legend Lux returns,2023-10-06T18:39:34Z
417,gpkool1,Lachlan staring at the camera might be one of the best meme faces I've ever seen.,2023-10-06T17:55:14Z
418,hooningmoose8941,If sidemen wer turned into big lez characters then callux would be clarence 😂,2023-10-06T17:45:01Z
419,gup3979,"Bro it’s so annoying when these lot just randomly vote someone out for no reason, it’s not funny they’re just throwing the game for nun",2023-10-06T17:19:26Z
420,filaur,"acc love sidemen among us, genually my favourite thing🤠",2023-10-06T17:01:55Z
421,victoriaphillipson3435,You should make it so the imposter can talk to the dead people,2023-10-06T16:09:37Z
422,fckutube6949,Vik always has evil laugh when he is imposter,2023-10-06T15:59:04Z
423,saisuryakiran8589,Deja gotta stop yelling man!! I have to reset my sound every time Deji speaks.,2023-10-06T15:37:08Z
424,d.dan27,Looooool that was brilliant,2023-10-06T14:47:18Z
425,aurongashi5395,"Post more among us videos, I need to watch them while I have food",2023-10-06T14:26:52Z
426,mustbshady,Sidemen among us is one of the greatest things of yet🔥legit,2023-10-06T14:11:29Z
427,reimsx,Lazar Beam is the goat in Sidemen videos. Simon has kinda dropped off you know.,2023-10-06T13:51:30Z
428,sergiodegugoat2045,anyone notice what lachlan was watching on his phone?🤣,2023-10-06T13:40:28Z
429,diminoc4023,This was by far one of the funniest more sidemen videos I’ve ever watched,2023-10-06T13:31:53Z
430,ireoluwaokusanya255,Deji's laugh get me every time😂😂,2023-10-06T13:00:51Z
431,Cuanzs_ways,"We are living in a Lazarbeam's world, innit? Sidemen Among Us is basically either Lazar raging or playing like a guru 😂",2023-10-06T12:10:45Z
432,Cuanzs_ways,The moment Lachlan realized there was a camera may be one of the funniest sidemen among us moments,2023-10-06T12:10:41Z
433,ronan5666,The best 😂😂😂,2023-10-06T11:57:25Z
434,oddpoppetesq.3467,If both Lazar and Danny are still alive after the first round they are either both civilians or both imposters. For them both to be still alive after 4 rounds without Lazar smashing his keyboard or Danny going mad in meetings about who he thinks It is (Lazar) then they both have to be imposters.... 🤷🤷🤣🤣🤣🤣,2023-10-06T11:08:42Z
435,hark14imb,The editors are so good. Their combination of editing skills and good sense of humour makes these fun to watch,2023-10-06T10:38:43Z
436,doubleu1115,"Miss opportunity to name Tobi as ""Tobeyes""",2023-10-06T10:31:59Z
437,michaelbaker938,Deji’s laugh is the most annoying sound,2023-10-06T10:25:44Z
438,furii4308,"why do they say ""ninja"" with er at the end lmao listen to them, they keep saying it in a weird way lol",2023-10-06T10:10:04Z
439,GopherCat13,nahhhh wtf was that Boris blue lmao,2023-10-06T09:20:58Z
440,mingthungboi5760,Danny arrons getting scared is so funny!,2023-10-06T07:33:05Z
441,siraajuddin736,13:08,2023-10-06T07:28:07Z
442,adrians1724,Simon DEFINITELY the most disrespectful & meanest sidemen 🤣🤣🤣,2023-10-06T06:45:26Z
443,gilessearle3958,We need angry ginge in a sidemen among us,2023-10-06T06:36:40Z
444,AlexisGarcia-lj1vi,"KSI, jokes on you my moms dead.",2023-10-06T05:18:04Z
445,Cytelec,24:29 Ayo Simon.. pause.. the hard R?,2023-10-06T04:52:55Z
446,Leo-ld7uw,nah it was cool to watch but lachlan defintely new from the start.,2023-10-06T04:42:40Z
447,TheMrnighthawk,throwbie,2023-10-06T04:27:43Z
448,johnfelix2869,Lazarbeam and dannyaarons are legit carrying sidemen among us,2023-10-06T03:16:27Z
449,SoySaucing,19:25 tbf id think it was tobi too lol,2023-10-06T02:53:10Z
450,Vhicken,"You know it's gonna be good when there are ""idiot alerts' in the 1st minute of the video lmfao",2023-10-06T02:28:17Z
451,royalknights5719,Can we plz make deji a sidemen,2023-10-06T02:11:39Z
452,mofajjolrapu2643,Idk about all the Lazar love in the comments. Try hard to me,2023-10-06T02:05:00Z
453,stupididiot9860,Laser carried this video,2023-10-06T01:48:48Z
454,jatadin,Caps to Lazar for making this video,2023-10-06T01:48:34Z
455,ilovepackers9804,This is now my favorite sidemen among us videos,2023-10-06T01:37:40Z
456,Awoolay878,Fuck your life mate Your gone 😂😂😂 Danny hell😭😂😂,2023-10-06T01:33:55Z
457,afolzempire1532,"could they edit Tobi's character, couldn't watch pass the first minute(trypo)🙏🙏🙏🙏🙏🙏🙏🙏🙏",2023-10-06T01:09:34Z
458,manzor6676,im rasict,2023-10-06T01:05:55Z
459,AFPCricket_Police,Tobi’s lips drier than content with Viz,2023-10-06T00:34:58Z
460,quintavionm61,"What makes it obvious that Tobi is impostor is that every time someone explains their story about him, he interrupts them",2023-10-06T00:10:03Z
461,PeterMCRA,Was Callux recording this with a toaster? That quality is shocking 😂,2023-10-06T00:06:34Z
462,guesswho6097,"Round of applause to the editors, that intro for cal was too funny 😂",2023-10-06T00:03:38Z
463,Ashik197TV,"Just dont play with Danny, just dont... maybe more unlikable then Callux",2023-10-05T23:33:47Z
464,asamihirahara,banger,2023-10-05T23:26:05Z
465,Banana-oq8jq,I love that DEJI said they suck right after doing whatever the glitzy gobler thing he just dif,2023-10-05T23:19:30Z
466,GeneralJM,30:28 😂😂😂,2023-10-05T23:04:06Z
467,bombkita,Callux playing on a PS2?,2023-10-05T22:43:38Z
468,johanlundberg5775,Danny and Deji hilarious duo,2023-10-05T22:09:53Z
469,olliecole7163,Deji's laugh is everything 😭😭,2023-10-05T21:39:34Z
470,bananabread4075,Honestly the first round really just exposes the entire seidman method of playing this game maybe they're trying different formats of playing the game so that way they can sort of keep it fresh but everytime land and said something they just did the same thing they have been doing for like the past a year on Among Us and going with the dumbest thing they could possibly do for the sake of content but when it becomes that obvious because Lannan already figured it out it's just boring and I think today should probably understand that by now and try to move on to something else,2023-10-05T21:03:43Z
471,MlikandCookies100,Josh looks like Chip’s father with that haircut,2023-10-05T20:50:13Z
472,manasasoba583,This episode was a lazerbeam Masterclass. He really showed how smart ge is,2023-10-05T20:31:33Z
